mu,P
1419.2509765625,-0.1922192129629745
1419.251953125,-0.19841111111111984
1419.2529296875,-0.19802361111108996
1419.25390625,-0.19599236111112817
1419.2548828125,-0.20030578703700136
1419.255859375,-0.20261041666666427
1419.2568359375,-0.20448680555556714
1419.2578125,-0.2057680555555534
1419.2587890625,-0.2076395833333444
1419.259765625,-0.20964444444445055
1419.2607421875,-0.2089398148148312
1419.26171875,-0.2081254629629598
1419.2626953125,-0.2081456018518543
1419.263671875,-0.21151782407407285
1419.2646484375,-0.20736712962964002
1419.265625,-0.20841805555557172
1419.2666015625,-0.20881064814813335
1419.267578125,-0.20597106481482183
1419.2685546875,-0.20668819444444858
1419.26953125,-0.20666365740742249
1419.2705078125,-0.2081208333332922
1419.271484375,-0.21003009259263072
1419.2724609375,-0.2065497685185231
1419.2734375,-0.2095956018518992
1419.2744140625,-0.20875810185186067
1419.275390625,-0.21062037037038608
1419.2763671875,-0.20750486111110789
1419.27734375,-0.2096500000000144
1419.2783203125,-0.21369907407407623
1419.279296875,-0.21033865740739313
1419.2802734375,-0.20509814814814034
1419.28125,-0.2104101851852038
1419.2822265625,-0.21059722222224625
1419.283203125,-0.2035611111110832
1419.2841796875,-0.20727268518519212
1419.28515625,-0.20859305555556468
1419.2861328125,-0.20954675925927851
1419.287109375,-0.2095828703704152
1419.2880859375,-0.21609328703703998
1419.2890625,-0.2105925925925738
1419.2900390625,-0.21280740740740878
1419.291015625,-0.2180129629629561
1419.2919921875,-0.21737129629632002
1419.29296875,-0.21603888888888947
1419.2939453125,-0.2153916666666701
1419.294921875,-0.2174236111110964
1419.2958984375,-0.21126712962963135
1419.296875,-0.21027638888890873
1419.2978515625,-0.2156659722222033
1419.298828125,-0.21288935185186036
1419.2998046875,-0.2093349537036999
1419.30078125,-0.2119333333333156
1419.3017578125,-0.21302754629631415
1419.302734375,-0.2151194444444471
1419.3037109375,-0.2140641203704014
1419.3046875,-0.21638912037037872
1419.3056640625,-0.21570370370370265
1419.306640625,-0.2156516203703698
1419.3076171875,-0.2228932870370497
1419.30859375,-0.21802175925926776
1419.3095703125,-0.21995370370370965
1419.310546875,-0.21874444444444
1419.3115234375,-0.21505694444443837
1419.3125,-0.21490972222222596
1419.3134765625,-0.21837037037037485
1419.314453125,-0.21432245370368858
1419.3154296875,-0.21381898148146486
1419.31640625,-0.2136351851851817
1419.3173828125,-0.21724375000002238
1419.318359375,-0.215413194444446
1419.3193359375,-0.22110578703702244
1419.3203125,-0.21748194444446187
1419.3212890625,-0.21848865740739135
1419.322265625,-0.2176062499999829
1419.3232421875,-0.2149650462962786
1419.32421875,-0.2156432870370089
1419.3251953125,-0.21401805555555037
1419.326171875,-0.2178099537037008
1419.3271484375,-0.21304999999998794
1419.328125,-0.211050462962942
1419.3291015625,-0.2136953703703421
1419.330078125,-0.21233842592594035
1419.3310546875,-0.2158645833333317
1419.33203125,-0.2138972222222151
1419.3330078125,-0.2141560185185099
1419.333984375,-0.2134916666666818
1419.3349609375,-0.21301990740743101
1419.3359375,-0.2169064814814698
1419.3369140625,-0.2190759259259135
1419.337890625,-0.21471412037035395
1419.3388671875,-0.21566828703704408
1419.33984375,-0.21301597222220703
1419.3408203125,-0.21527013888890448
1419.341796875,-0.21322824074074845
1419.3427734375,-0.21017847222221314
1419.34375,-0.21033611111111356
1419.3447265625,-0.20978194444444292
1419.345703125,-0.21147731481480497
1419.3466796875,-0.21148726851850472
1419.34765625,-0.2128620370370028
1419.3486328125,-0.21414490740742723
1419.349609375,-0.21549976851851735
1419.3505859375,-0.21533634259256237
1419.3515625,-0.21844305555554785
1419.3525390625,-0.21737060185184298
1419.353515625,-0.2143312499999986
1419.3544921875,-0.21649166666662842
1419.35546875,-0.21524212962964961
1419.3564453125,-0.21590185185185726
1419.357421875,-0.21189050925927472
1419.3583984375,-0.21097129629633057
1419.359375,-0.20786921296294622
1419.3603515625,-0.216317129629617
1419.361328125,-0.21126180555553262
1419.3623046875,-0.21187777777777517
1419.36328125,-0.20979398148147368
1419.3642578125,-0.21572939814813324
1419.365234375,-0.21272824074073088
1419.3662109375,-0.21576828703702455
1419.3671875,-0.21064282407414048
1419.3681640625,-0.210064814814788
1419.369140625,-0.2103291666666379
1419.3701171875,-0.2111837962963148
1419.37109375,-0.21205995370371788
1419.3720703125,-0.20785231481482067
1419.373046875,-0.20684120370367837
1419.3740234375,-0.20771435185186904
1419.375,-0.20757638888886332
1419.3759765625,-0.20630532407407667
1419.376953125,-0.2096958333333259
1419.3779296875,-0.20994166666665243
1419.37890625,-0.2107564814815088
1419.3798828125,-0.2089064814814519
1419.380859375,-0.2119289351851752
1419.3818359375,-0.21488449074075835
1419.3828125,-0.21407222222224276
1419.3837890625,-0.21140231481479266
1419.384765625,-0.21100949074072398
1419.3857421875,-0.2113988425926511
1419.38671875,-0.21164282407408277
1419.3876953125,-0.20979745370370775
1419.388671875,-0.21070902777779138
1419.3896484375,-0.21123865740740985
1419.390625,-0.21048171296300586
1419.3916015625,-0.2122335648148148
1419.392578125,-0.21230694444445172
1419.3935546875,-0.2106752314814793
1419.39453125,-0.2111831018518607
1419.3955078125,-0.20997175925926126
1419.396484375,-0.2130087962963074
1419.3974609375,-0.21429374999996975
1419.3984375,-0.2100842592592873
1419.3994140625,-0.2076710648148074
1419.400390625,-0.20666365740739792
1419.4013671875,-0.2034224537036978
1419.40234375,-0.20509953703706782
1419.4033203125,-0.20453935185182703
1419.404296875,-0.20757430555554165
1419.4052734375,-0.20718287037035807
1419.40625,-0.20244907407408871
1419.4072265625,-0.20324236111111596
1419.408203125,-0.20658958333331914
1419.4091796875,-0.20679282407408203
1419.41015625,-0.20529583333331958
1419.4111328125,-0.2073201388888888
1419.412109375,-0.20387268518520962
1419.4130859375,-0.20839745370368065
1419.4140625,-0.20133796296297804
1419.4150390625,-0.20528935185183259
1419.416015625,-0.20366180555556954
1419.4169921875,-0.20261342592595738
1419.41796875,-0.2004280092592462
1419.4189453125,-0.19635625000000922
1419.419921875,-0.19798703703707407
1419.4208984375,-0.20052245370370428
1419.421875,-0.19945671296294726
1419.4228515625,-0.19793865740744898
1419.423828125,-0.20223379629626118
1419.4248046875,-0.1991145833333112
1419.42578125,-0.2044249999999848
1419.4267578125,-0.202956712962979
1419.427734375,-0.2008039351851853
1419.4287109375,-0.20125393518520182
1419.4296875,-0.19899814814812763
1419.4306640625,-0.19722546296299742
1419.431640625,-0.1938222222222344
1419.4326171875,-0.19311458333332374
1419.43359375,-0.1955784722221956
1419.4345703125,-0.19073634259263955
1419.435546875,-0.19443101851852154
1419.4365234375,-0.19077013888887437
1419.4375,-0.1971351851851887
1419.4384765625,-0.19027476851853373
1419.439453125,-0.1924650462962985
1419.4404296875,-0.19362870370369833
1419.44140625,-0.19737662037037795
1419.4423828125,-0.19501550925926736
1419.443359375,-0.1965319444444512
1419.4443359375,-0.1973576388888974
1419.4453125,-0.19126643518519668
1419.4462890625,-0.1919377314814703
1419.447265625,-0.188706481481495
1419.4482421875,-0.1873812500000012
1419.44921875,-0.18682199074075878
1419.4501953125,-0.1867636574074091
1419.451171875,-0.18520185185183358
1419.4521484375,-0.18886226851849702
1419.453125,-0.18939189814813023
1419.4541015625,-0.1860108796296338
1419.455078125,-0.1882777777777552
1419.4560546875,-0.1848222222221937
1419.45703125,-0.18841666666667364
1419.4580078125,-0.18973379629631376
1419.458984375,-0.1807386574074279
1419.4599609375,-0.1806912037037093
1419.4609375,-0.17767268518519005
1419.4619140625,-0.18119259259257714
1419.462890625,-0.17707870370370898
1419.4638671875,-0.17675972222224082
1419.46484375,-0.17785254629630817
1419.4658203125,-0.17744166666666408
1419.466796875,-0.17852569444442498
1419.4677734375,-0.17847013888885535
1419.46875,-0.1845307870370523
1419.4697265625,-0.1803453703703773
1419.470703125,-0.17861736111112939
1419.4716796875,-0.18057152777778104
1419.47265625,-0.18176712962961897
1419.4736328125,-0.18190995370367377
1419.474609375,-0.1788152777778073
1419.4755859375,-0.18099259259259878
1419.4765625,-0.17824837962962203
1419.4775390625,-0.17498611111110043
1419.478515625,-0.17650532407409408
1419.4794921875,-0.17691319444445133
1419.48046875,-0.1751131944444156
1419.4814453125,-0.17914305555554605
1419.482421875,-0.17326504629631434
1419.4833984375,-0.1783127314814536
1419.484375,-0.17786111111112643
1419.4853515625,-0.17745810185186903
1419.486328125,-0.1790530092592558
1419.4873046875,-0.17581874999999153
1419.48828125,-0.16814791666668066
1419.4892578125,-0.17238078703707604
1419.490234375,-0.1717064814814913
1419.4912109375,-0.17107407407407751
1419.4921875,-0.16908495370370094
1419.4931640625,-0.1658979166666529
1419.494140625,-0.16451041666667054
1419.4951171875,-0.16950625000000202
1419.49609375,-0.16716157407409357
1419.4970703125,-0.1629446759259348
1419.498046875,-0.16804537037036962
1419.4990234375,-0.1643513888888685
1419.5,-0.16634768518520665
1419.5009765625,-0.16665810185186938
1419.501953125,-0.17005023148148776
1419.5029296875,-0.16842245370370343
1419.50390625,-0.16002337962965935
1419.5048828125,-0.16274560185184866
1419.505859375,-0.16465555555555822
1419.5068359375,-0.16161273148149397
1419.5078125,-0.15899074074075237
1419.5087890625,-0.16195740740739967
1419.509765625,-0.1574932870370468
1419.5107421875,-0.16083541666667098
1419.51171875,-0.15997175925928608
1419.5126953125,-0.16236041666666443
1419.513671875,-0.16016388888893537
1419.5146484375,-0.16027268518517374
1419.515625,-0.1582300925926225
1419.5166015625,-0.16133287037036678
1419.517578125,-0.1630592592592525
1419.5185546875,-0.16017847222220388
1419.51953125,-0.15729884259260096
1419.5205078125,-0.15455347222222446
1419.521484375,-0.1520391203703576
1419.5224609375,-0.15525532407406176
1419.5234375,-0.1497694444444366
1419.5244140625,-0.14941087962964383
1419.525390625,-0.15125069444444544
1419.5263671875,-0.1524391203703885
1419.52734375,-0.15015324074075237
1419.5283203125,-0.1566199074074091
1419.529296875,-0.15371921296294666
1419.5302734375,-0.15348587962962723
1419.53125,-0.1525944444444535
1419.5322265625,-0.15217407407407468
1419.533203125,-0.15444097222219788
1419.5341796875,-0.14954305555556743
1419.53515625,-0.150245833333314
1419.5361328125,-0.14781944444446557
1419.537109375,-0.14542939814817865
1419.5380859375,-0.1468912037037147
1419.5390625,-0.1456587962963266
1419.5400390625,-0.14340509259259274
1419.541015625,-0.1412743055555656
1419.5419921875,-0.1403530092592544
1419.54296875,-0.1407252314814885
1419.5439453125,-0.14425439814813926
1419.544921875,-0.14007870370370534
1419.5458984375,-0.14359629629631027
1419.546875,-0.14391712962965134
1419.5478515625,-0.14503032407407035
1419.548828125,-0.14832847222223616
1419.5498046875,-0.14235949074073725
1419.55078125,-0.14442824074073107
1419.5517578125,-0.14379652777777388
1419.552734375,-0.13890370370370309
1419.5537109375,-0.13652175925928237
1419.5546875,-0.14019583333331948
1419.5556640625,-0.13870115740738076
1419.556640625,-0.13573587962961495
1419.5576171875,-0.1359979166666708
1419.55859375,-0.13754074074075462
1419.5595703125,-0.1396550925925728
1419.560546875,-0.14102870370371184
1419.5615234375,-0.14664074074074432
1419.5625,-0.1468518518518381
1419.5634765625,-0.14112291666664475
1419.564453125,-0.1417157407407593
1419.5654296875,-0.13962407407409103
1419.56640625,-0.14375439814814697
1419.5673828125,-0.13888796296294625
1419.568359375,-0.1384067129629632
1419.5693359375,-0.13646180555554413
1419.5703125,-0.134755555555563
1419.5712890625,-0.1333789351851786
1419.572265625,-0.13741388888892664
1419.5732421875,-0.14134282407408374
1419.57421875,-0.14106666666664036
1419.5751953125,-0.13861666666665584
1419.576171875,-0.13949189814812737
1419.5771484375,-0.1405865740740785
1419.578125,-0.13705833333333814
1419.5791015625,-0.13474189814816204
1419.580078125,-0.1326583333333301
1419.5810546875,-0.13186111111111443
1419.58203125,-0.13037152777778688
1419.5830078125,-0.12448680555554396
1419.583984375,-0.12455324074073094
1419.5849609375,-0.13252453703706316
1419.5859375,-0.1282337962963012
1419.5869140625,-0.13101180555558675
1419.587890625,-0.13033796296296898
1419.5888671875,-0.13476296296292892
1419.58984375,-0.13437129629627692
1419.5908203125,-0.13615532407410708
1419.591796875,-0.13699259259257712
1419.5927734375,-0.13158449074076578
1419.59375,-0.12786134259260776
1419.5947265625,-0.13377523148144052
1419.595703125,-0.12941550925926718
1419.5966796875,-0.12733958333335704
1419.59765625,-0.128091666666659
1419.5986328125,-0.1248067129629485
1419.599609375,-0.12876527777778896
1419.6005859375,-0.12467013888889919
1419.6015625,-0.12404305555555975
1419.6025390625,-0.12470300925925115
1419.603515625,-0.12559583333336097
1419.6044921875,-0.1283724537036966
1419.60546875,-0.1244733796296461
1419.6064453125,-0.12606782407409223
1419.607421875,-0.1265155092592747
1419.6083984375,-0.1320046296295973
1419.609375,-0.1272618055555944
1419.6103515625,-0.1254881944444454
1419.611328125,-0.1273636574074111
1419.6123046875,-0.12841365740740485
1419.61328125,-0.12400787037040331
1419.6142578125,-0.12005787037038365
1419.615234375,-0.12704837962963633
1419.6162109375,-0.11806273148149386
1419.6171875,-0.12673148148151442
1419.6181640625,-0.12593958333333438
1419.619140625,-0.1295648148147963
1419.6201171875,-0.12674884259259844
1419.62109375,-0.1281921296296209
1419.6220703125,-0.12905486111111525
1419.623046875,-0.12649907407407124
1419.6240234375,-0.12573819444441853
1419.625,-0.12505925925927153
1419.6259765625,-0.12539236111109156
1419.626953125,-0.12369097222223353
1419.6279296875,-0.1190988425925856
1419.62890625,-0.11990624999999278
1419.6298828125,-0.11812638888887866
1419.630859375,-0.12201087962962501
1419.6318359375,-0.1173912037036959
1419.6328125,-0.11717800925925176
1419.6337890625,-0.117468287037054
1419.634765625,-0.11932893518519903
1419.6357421875,-0.12100069444443062
1419.63671875,-0.11551874999999752
1419.6376953125,-0.11881759259257524
1419.638671875,-0.1166349537037178
1419.6396484375,-0.11127384259261276
1419.640625,-0.10719282407404644
1419.6416015625,-0.11251967592593362
1419.642578125,-0.1051986111110965
1419.6435546875,-0.10511689814815445
1419.64453125,-0.10206527777777627
1419.6455078125,-0.10204097222224125
1419.646484375,-0.10350370370371434
1419.6474609375,-0.0990131944444469
1419.6484375,-0.10466574074075957
1419.6494140625,-0.10723055555555856
1419.650390625,-0.10662708333336052
1419.6513671875,-0.10520578703702119
1419.65234375,-0.10930810185183239
1419.6533203125,-0.10785115740738799
1419.654296875,-0.10279259259258257
1419.6552734375,-0.10569560185186126
1419.65625,-0.10417453703707287
1419.6572265625,-0.10353865740737643
1419.658203125,-0.10111087962960805
1419.6591796875,-0.1014715277777676
1419.66015625,-0.10168125000002408
1419.6611328125,-0.09927106481483843
1419.662109375,-0.09947361111108069
1419.6630859375,-0.1014648148148115
1419.6640625,-0.1015560185185178
1419.6650390625,-0.10274259259260388
1419.666015625,-0.10354351851852885
1419.6669921875,-0.10322453703705267
1419.66796875,-0.09917013888888132
1419.6689453125,-0.098906944444456
1419.669921875,-0.09403356481481517
1419.6708984375,-0.09257361111110303
1419.671875,-0.08841412037035438
1419.6728515625,-0.09066435185183896
1419.673828125,-0.08384537037039407
1419.6748046875,-0.0904696759259351
1419.67578125,-0.08969189814814528
1419.6767578125,-0.08886736111111648
1419.677734375,-0.09255254629629221
1419.6787109375,-0.08900416666666669
1419.6796875,-0.09411550925928097
1419.6806640625,-0.0902245370370196
1419.681640625,-0.09242175925926308
1419.6826171875,-0.09044467592594066
1419.68359375,-0.0895865740740589
1419.6845703125,-0.09333888888892837
1419.685546875,-0.08436944444442972
1419.6865234375,-0.08615763888887205
1419.6875,-0.08502037037038233
1419.6884765625,-0.07906805555553341
1419.689453125,-0.0802120370370494
1419.6904296875,-0.08034467592593864
1419.69140625,-0.08427523148148394
1419.6923828125,-0.08262245370372748
1419.693359375,-0.08411666666666784
1419.6943359375,-0.08276666666667734
1419.6953125,-0.08319722222224196
1419.6962890625,-0.08261388888888525
1419.697265625,-0.08562407407407271
1419.6982421875,-0.08333726851851939
1419.69921875,-0.08355717592594943
1419.7001953125,-0.08301180555557729
1419.701171875,-0.08004999999997905
1419.7021484375,-0.08014143518520271
1419.703125,-0.07624236111110558
1419.7041015625,-0.08085555555554733
1419.705078125,-0.07600231481480145
1419.7060546875,-0.07694722222221717
1419.70703125,-0.07494976851851279
1419.7080078125,-0.08133564814814798
1419.708984375,-0.07447013888891046
1419.7099609375,-0.07734884259260415
1419.7109375,-0.07767268518518618
1419.7119140625,-0.07558125000002724
1419.712890625,-0.07882407407406535
1419.7138671875,-0.07438287037039591
1419.71484375,-0.07249074074073317
1419.7158203125,-0.06984930555552911
1419.716796875,-0.07097106481479237
1419.7177734375,-0.07080324074072715
1419.71875,-0.07308912037038928
1419.7197265625,-0.06632384259258971
1419.720703125,-0.0663398148148431
1419.7216796875,-0.06935856481479459
1419.72265625,-0.06831759259261712
1419.7236328125,-0.07257916666665755
1419.724609375,-0.07094444444445124
1419.7255859375,-0.0682442129629563
1419.7265625,-0.06832245370370386
1419.7275390625,-0.07254606481481995
1419.728515625,-0.07371597222221699
1419.7294921875,-0.07040810185187904
1419.73046875,-0.06662129629628956
1419.7314453125,-0.06897499999999633
1419.732421875,-0.06196851851851545
1419.7333984375,-0.06210069444446561
1419.734375,-0.058187037037045766
1419.7353515625,-0.06328541666668461
1419.736328125,-0.06316273148150434
1419.7373046875,-0.05848495370371457
1419.73828125,-0.06022407407409682
1419.7392578125,-0.062246759259238026
1419.740234375,-0.06362546296296752
1419.7412109375,-0.06449861111113875
1419.7421875,-0.06257129629630213
1419.7431640625,-0.06521898148150866
1419.744140625,-0.0661291666666805
1419.7451171875,-0.06362083333332692
1419.74609375,-0.06098310185184681
1419.7470703125,-0.062247685185187016
1419.748046875,-0.06040902777776533
1419.7490234375,-0.06336898148146308
1419.75,-0.057471296296267224
1419.7509765625,-0.06007708333329939
1419.751953125,-0.06442754629630185
1419.7529296875,-0.06490995370368169
1419.75390625,-0.06493449074073601
1419.7548828125,-0.06080347222219462
1419.755859375,-0.06226597222219134
1419.7568359375,-0.0635162037036784
1419.7578125,-0.06169930555554442
1419.7587890625,-0.06124236111110788
1419.759765625,-0.05922152777781062
1419.7607421875,-0.0574254629629668
1419.76171875,-0.05840717592591699
1419.7626953125,-0.055651157407406365
1419.763671875,-0.05495254629632726
1419.7646484375,-0.0540590277777882
1419.765625,-0.05132337962961993
1419.7666015625,-0.05390439814814848
1419.767578125,-0.05224652777775059
1419.7685546875,-0.0611942129629554
1419.76953125,-0.05449074074074989
1419.7705078125,-0.05620231481483448
1419.771484375,-0.055735185185216335
1419.7724609375,-0.06094212962965558
1419.7734375,-0.059092592592574836
1419.7744140625,-0.05522106481484056
1419.775390625,-0.053459722222203215
1419.7763671875,-0.0450747685185295
1419.77734375,-0.05089097222222388
1419.7783203125,-0.04717569444443854
1419.779296875,-0.04227592592594672
1419.7802734375,-0.04347060185186244
1419.78125,-0.043342824074066665
1419.7822265625,-0.04567407407405116
1419.783203125,-0.04699467592590478
1419.7841796875,-0.05099282407407823
1419.78515625,-0.05113333333330935
1419.7861328125,-0.0482337962962931
1419.787109375,-0.04655462962962316
1419.7880859375,-0.05253888888887804
